Mesh,Class,Area,Volume,Compactness,Diameter,Sphericity,Eccentricity,Rectangularity,Convex Hull area,Convex Hull volume,Convex Hull V/S ratio,Hull Facets num,Convex Hull compactness
79.off,Airplane,-0.6827314144576054,-0.560134536156152,0.1817243987713869,-0.18543132885548685,-0.7573750107405043,0.2509399377044758,-0.9325900268315828,-0.289926581554554,-0.6090011703708247,-0.7867376197502206,-0.3534034208270599,0.6376510871401181
80.off,Airplane,-0.6203902107214598,-0.5440170937679609,0.19054504372439798,-0.5094398610684204,-0.7608133853167118,0.34607608227088693,-0.8801148905975689,-0.2939286254099401,-0.6242121219528413,-0.8229699676272128,-0.7061107088488136,0.719363535264218
100.off,Ant,-0.46659618970073163,-0.4811118864397106,0.005874382321314352,-0.7029766312633401,-0.6734025994029007,-0.49227284563484003,-0.7532936934063658,-0.21014785215582307,-0.20053921648455766,0.17167025412610276,-0.8824643528596904,-0.5235369252395667
81.off,Ant,-0.6589304285617593,-0.5176239971438843,-0.22147037809615525,-0.6815707835982192,-0.49107087683244005,-0.35516345394602294,-0.7973946113940917,-0.5346129881767995,-0.4311759939632609,-0.014346989656963677,-0.7355029828506264,-0.5475336741477221
82.off,Ant,-0.42713069057351993,-0.4273856760901413,-0.23937013023522918,-0.4766277716545045,-0.4705971901672629,-0.4195922828512245,-0.7142275898037435,0.026104631159280765,0.06886096700530688,0.5047186192693716,-0.794287530854252,-0.6304779079073521
83.off,Ant,-0.6473010877265662,-0.508239506232929,-0.2586679913377422,-0.6784150112685347,-0.4470480589039994,-0.11943036859517409,-0.7060837275017303,-0.5883348697701484,-0.551578613188628,-0.30273828309721706,-0.6767184348470008,-0.3396127609222807
84.off,Ant,-0.5865255826085638,-0.5048136496160068,-0.12923434235521664,-0.24214379284889923,-0.5796225205815985,-0.45183683573988,-0.8689583382010467,-0.06393824730824182,-0.09068387516645364,0.2521604840276139,-0.941248900863316,-0.5150505739744364
85.off,Ant,-0.42285718871986816,-0.4389755731450344,-0.17291976503617204,0.06624206616830972,-0.5408542686155001,0.21777322615580677,-0.5909335784626719,-0.3528578278802324,-0.4474725625451953,-0.29441672625276855,-0.7648952568524392,-0.19911285334377682
86.off,Ant,-0.575852983972486,-0.47054139725181404,-0.31835567859352,-0.6439244076548502,-0.36262351182975255,-0.3507017444827334,-0.49811644270715083,-0.6384728609164927,-0.5464666119472994,-0.21909382927666385,-0.500364790836124,-0.44622337732906575
87.off,Ant,-0.5184286837904565,-0.4466498789243346,-0.32059196022235154,-0.26896654732127895,-0.3590641212065104,-0.29291704210080416,-0.8477723239594102,0.09579539042218388,0.08440838288148846,0.45015451123914546,-0.9118566268615033,-0.5755306603845493
88.off,Ant,-0.44844450213770143,-0.44110226724007423,-0.21400969241965462,-0.37489720431221646,-0.4992441913723903,-0.4192564300400326,-0.9115971905551152,0.37668632597049106,0.2859750187250003,0.5323843708005003,-0.9706411748651288,-0.5249837093043653
89.off,Ant,-0.5170643202274244,-0.49687050890276857,-0.0010817404532008346,-0.6369060217624316,-0.6693346793873794,-0.14791308733972278,-0.6615811250581709,-0.441305240804963,-0.4442821957837919,-0.17814886806428232,-0.8530720788578776,-0.36728738809725686
90.off,Ant,-0.4768789324549133,-0.45541838119493316,-0.19617424232090586,-0.49743597817765334,-0.5179843156983008,-0.4470489122590156,-0.759317928752621,0.0036317844822622946,-0.07026465982944384,0.21664893028752358,-0.8824643528596904,-0.4626017028583356
91.off,Ant,-0.3870132676376372,-0.4086855190074193,-0.2490466591989527,-0.3979543470179956,-0.45898974940449805,-0.4353461302318072,-0.7476537233192878,0.3234597493156418,0.23933531505722733,0.5011495114856902,-0.941248900863316,-0.5247323871992929
92.off,Ant,-0.7152835371585761,-0.5268826757191161,-0.29678833129018956,-0.6131716952009557,-0.39537396814787473,-0.08489071716337285,-0.6790338922696736,-0.7823125788529868,-0.6869560980255199,-0.4817014196439931,-0.5885416128415624,-0.2882796450487783
93.off,Ant,-0.45979153172916654,-0.4234283936409609,-0.3145056297890687,-0.5356211628497612,-0.3686769191827581,-0.2698983834670082,-0.679086233597654,-0.013786690142701131,-0.2177767201775208,-0.10175761891359508,-0.8824643528596904,-0.20297414709411632
94.off,Ant,-0.5416306476403738,-0.5085580134943333,0.03612331169401184,-0.8014911141693574,-0.690318670824585,0.14169784011234968,-0.8315514777056228,-0.19845614550951535,-0.5007144688188957,-0.5935927239392441,-0.9118566268615033,0.3311076865812884
95.off,Ant,-0.5333301512823377,-0.45559817315111434,-0.3080197763515677,-0.5171643511763676,-0.3786666138955535,0.1960926519368962,-0.5501422564321016,-0.5505990031855561,-0.5600087198190123,-0.37631061255031945,-0.7648952568524392,-0.23907199826817768
96.off,Ant,-0.3997601303796842,-0.45947905246768705,0.01332876538042145,-0.25014272220604483,-0.6776860458420664,0.2540115686003861,-0.5220867186424858,-0.2189813156436706,-0.580872787287373,-0.7764298631792672,-0.8824643528596904,0.6855362017579514
97.off,Ant,-0.44707699738403006,-0.47301895084574436,-0.0067894459751633544,-0.11740895505489615,-0.6659445184060009,0.14923850582984552,-0.41197211821781793,-0.42162900769239153,-0.5745575603599002,-0.5662312087230073,-0.7355029828506264,0.10271625226121439
98.off,Ant,-0.670057282295104,-0.5012986939099641,-0.350304686550593,-0.7278337487521387,-0.30851901942389365,-0.16830132912300017,-0.6324984212601107,-0.7234941086834411,-0.6116532080933729,-0.3096614743597932,-0.7355029828506264,-0.4192534886771775
99.off,Ant,-0.5875478667330093,-0.5211292739585798,0.019216700638481403,-0.5860333979419332,-0.6810152547106977,-0.2972053603692565,-0.8947186447969928,-0.09982579279682928,-0.270572550791752,-0.13202700502899106,-0.941248900863316,-0.21948321480786662
281.off,Armadillo,0.4703529620274231,0.1122057723695614,-0.37332665036568696,-0.2813206003247406,-0.26467795156371626,-0.5789187830486301,-0.07132037502537118,0.07983140782916531,0.024073444241615154,0.33675817653390233,-1.0294257228687544,-0.5124768534825708
282.off,Armadillo,-0.028596904213189278,-0.194476942312257,-0.36312296751564505,0.36671536947637784,-0.2846603790759303,-0.5109663677074235,-0.2244538909460784,-0.11275245417851129,-0.05642046527043791,0.39694432909236627,-0.8530720788578776,-0.6219734858208622
283.off,Armadillo,-0.5694464276560065,-0.47047400910790327,-0.30622509175675316,-0.44198676600390824,-0.3813858337870429,-0.157561918271493,-0.45131130291388166,-0.9040585807329165,-0.7397876733919792,-0.49903681675272876,-1.0588179968705673,-0.3613910392308716
284.off,Armadillo,0.3846888812482096,0.06267636723622294,-0.3799119096855527,-0.5930997048198816,-0.2512838507740435,-0.6312852852408289,-0.2492601876973306,0.24044910019771104,0.2729798216083807,0.6706538305535739,-0.6767184348470008,-0.6447995957344563
285.off,Armadillo,0.3223786132909486,0.0045819553277727364,-0.3558342608140141,0.1725608414905129,-0.2983902707701796,-0.5533675622159485,-0.17275935136087542,0.6173096853938379,0.6309200462256054,0.9025353790601969,-0.5591493388397495,-0.6454380086557907
286.off,Armadillo,1.3374599522580928,0.6389097014311759,-0.30362701187232,1.3086245395042708,-0.38528849341760074,-0.6519334512520539,-0.12640091932934477,1.5917691458671255,1.8647421238348638,1.7168548208999026,-0.7061107088488136,-0.7467202935506099
287.off,Armadillo,0.6839082775326267,0.20316851144975195,-0.3196208400884837,0.7394031131995681,-0.3606137591305346,-0.6011519049899903,-0.10258998757022224,0.768570550833131,0.7939182954677579,1.0131581439607416,-0.9118566268615033,-0.6553794795648161
288.off,Armadillo,0.8054468130349187,0.3107913456973411,-0.3468738734808639,1.2434897435998764,-0.31468304835274197,-0.6587608057960287,-0.43037611731474923,1.4234305826892018,1.6063865445406338,1.5418444485435758,-0.8530720788578776,-0.7184688716509111
289.off,Armadillo,-0.16163977232262558,-0.28393131049190634,-0.3196484739271502,0.522678233417152,-0.3605697472191386,-0.6321675675164642,-0.8139324964257194,0.9070905082673166,0.8544716761117604,0.9590327683011747,-0.9706411748651288,-0.5940884299670433
290.off,Armadillo,0.06806670315707622,-0.20032123881078767,-0.24257413475846598,-0.015601887870680944,-0.4667973100328749,-0.5607504549996508,-0.3574501976534893,-0.2575056828021157,-0.21160048976314175,0.2061957800788844,-0.8824643528596904,-0.5665118548505642
291.off,Armadillo,-0.14725130947193085,-0.24695442989401803,-0.3860481376185842,-0.7637610345921048,-0.23843276666127547,-0.5162407371208237,-0.06531532648189757,-0.5714783277034932,-0.40228805706759696,0.1268016480002372,-0.794287530854252,-0.6557273905151463
292.off,Armadillo,0.48761136410068884,0.1657832747554804,-0.4165960657445042,0.2595100939244507,-0.16856300407984,-0.5686991191155093,-0.10705309492862784,0.4914089139460735,0.38807013585028965,0.5986948961027982,-0.9706411748651288,-0.525506113592515
293.off,Armadillo,-0.0953649180455092,-0.19883739295257874,-0.421202801749361,0.16259908289365466,-0.15708537578300882,-0.5112118681701716,-0.2062995366083087,-0.22185133738589696,-0.1523299527216618,0.3087680533626798,-0.8824643528596904,-0.6139582834254051
294.off,Armadillo,-0.62935077983682,-0.481540885416435,-0.36808657290939534,-0.5091739507386895,-0.2750538971075477,-0.10066585278000624,-0.3421757276791539,-1.0160889046220498,-0.8016125903383022,-0.5710582095420619,-1.0000334488669416,-0.3736360368415346
295.off,Armadillo,0.09560519322457822,-0.01959881389621582,-0.49633990385102383,-0.5612057471855586,0.07698995902496578,-0.5462165431330698,-0.22908266963587434,-0.13281367768518143,-0.0885323786175297,0.34627782662199547,-0.7061107088488136,-0.6008133738332602
296.off,Armadillo,0.12724291792294337,-0.0387695403497651,-0.4541838614244506,0.3795833804045542,-0.06634920773395228,-0.43855636103259377,0.04762419690028732,0.27857164184322564,0.18393699833480995,0.4409670188769047,-0.794287530854252,-0.5038289698625169
297.off,Armadillo,0.9501888694447256,0.5271087186363336,-0.4321411007102979,-0.42714167312146056,-0.12872571528366172,-0.6357506924117537,0.32303867467968056,0.2661574892033713,0.4070412777656129,0.9139084238651154,-0.17704977681618303,-0.7462455427071644
298.off,Armadillo,0.5538624771196266,0.1821535879182443,-0.3886299604176728,0.8127201489752494,-0.23291505877434165,-0.6077082327245455,-0.1285803584678235,0.6984993765745013,0.7162749783284444,0.9595135446402823,-0.8824643528596904,-0.6496485153175977
299.off,Armadillo,0.6650126499562878,0.27572609957155214,-0.4039141844396204,1.8440063774218662,-0.19883037846778082,-0.6559738965967096,-0.44367529798580096,1.5640760707996413,1.7072361006015728,1.5311714816911046,-0.7648952568524392,-0.6869393917550694
300.off,Armadillo,-0.2261922186892589,-0.29058910850060327,-0.381593741470995,0.7117208191929671,-0.24779781012626703,-0.6411434573653487,-0.8607043600942459,0.8778488892143218,0.835997802311469,0.9605942286843938,-0.941248900863316,-0.6025956433235597
341.off,Bearing,-0.5529059350736665,-0.34638746120955166,-0.6040252031253954,-0.5842863809549073,0.7034053399902925,-0.06935513196276023,0.9045150703553981,-1.1174573995366313,-0.8892952026189709,-0.7860702775068237,0.2638343332110091,-0.20568422002225042
342.off,Bearing,-0.5529056925984602,-0.3463875705182998,-0.6040248704963952,-0.5842858296175497,0.7034024166391372,-0.06935516695019689,0.9045101638474582,-1.1174567432369211,-0.8892949205909012,-0.7860700176711256,0.2638343332110091,-0.20568390964485464
343.off,Bearing,-0.5529057307944978,-0.3463875867418881,-0.6040248801481548,-0.5841955291076505,0.7034025014646916,-0.0693460290234874,0.9044696902022034,-1.117442716530791,-0.8892876752299055,-0.7860591492279044,0.2638343332110091,-0.20568458375399723
344.off,Bearing,0.02908598003483396,0.22678417073640766,-0.6686520631032246,0.08210758714087693,1.522498766422656,-0.40285912769345456,1.6740596335261881,-0.2464680671375655,-0.2621256497624169,0.062271748250244154,-0.8530720788578776,-0.46259921574231994
345.off,Bearing,0.036232181115419426,0.221958851357459,-0.6647647229845947,0.08237122317412537,1.4532880492160911,-0.4064595986661186,1.5682520916555267,-0.2372035885436161,-0.25081091931601623,0.07935066636923703,-0.794287530854252,-0.47087996092038464
346.off,Bearing,0.03544172749513772,0.22614959833934498,-0.6664099011715368,0.06770683294109624,1.482136523906577,-0.41235209678366336,1.540413639056397,-0.24488481821221195,-0.2509626168312307,0.08877482238043197,-0.7355029828506264,-0.4813327364617769
347.off,Bearing,0.004925942205994035,0.3243489791074224,-0.7019272372341536,-0.0699897018617898,2.309937840836563,-0.44831968000336386,2.9007548607564244,-0.3512029022850185,-0.3111955889547752,0.07027466083737308,1.4395252932835214,-0.5178330111189655
348.off,Bearing,-0.8460206999761265,-0.5150432689503203,-0.5927918356459206,-0.7234847495969385,0.6096740984718536,0.6065764095526656,2.7564152964182296,-1.5975622343252456,-1.141293624589461,-1.424624730884651,1.7628403073034622,0.3530634456759366
349.off,Bearing,-0.8460217114401816,-0.5150437659589239,-0.5927918091447986,-0.7234299946648357,0.6096738885336599,0.6109923372725669,2.757986637308925,-1.5983891730678235,-1.1416584841880906,-1.4259342528169985,1.1162102792635804,0.35508060984215306
350.off,Bearing,-0.8504874475355778,-0.5156184477987987,-0.5971178899978696,-0.734931174767694,0.6446254734341312,0.48665616740136375,2.662589995816614,-1.6022881047641315,-1.1423094923165333,-1.4244474535556506,1.7334480333016495,0.341125642914148
351.off,Bearing,-0.532181318592696,-0.30131773536428696,-0.6385632126024984,-0.46791596623121673,1.0664239901380064,-0.22909146193357818,1.486915894406191,-1.0466012011176662,-0.8424033891382029,-0.6916792336674485,-0.6767184348470008,-0.26087529680865873
352.off,Bearing,-0.5250094054185337,-0.2871288324460751,-0.6468290356525648,-0.46930307829563855,1.1754390620386328,-0.23986088753967597,1.5700985638590765,-1.0501504414837122,-0.841590779013831,-0.6830783793638309,3.3206308293995415,-0.27478455422964754
353.off,Bearing,-0.904550044960946,-0.5551444446084219,-0.543625255297893,-0.7595368380669867,0.29079391587525316,0.19961630961150928,0.39002344283777635,-1.5701699418811241,-1.1087493806509137,-1.241573244068858,1.6452712112962111,-0.05022097660601917
354.off,Bearing,-0.6999787401248281,-0.4298679776013168,-0.6102899453195135,-0.4542128616497695,0.760150248143923,0.17650891005458746,0.5701700855899413,-1.156830579388631,-0.921324267942033,-0.8703033695183745,-0.8530720788578776,-0.12534635205835581
355.off,Bearing,-0.9164526863458488,-0.5529861606034627,-0.5735686604216124,-0.7266241080167203,0.46952437812574543,1.280080305913669,3.4087861052742072,-1.7113912966398348,-1.1888988189145417,-1.6147773650863149,0.7928952652436396,0.723423849981966
356.off,Bearing,-0.9164901620830139,-0.5529860507535888,-0.5736319674964636,-0.7273077062902753,0.4699492648851151,1.273100347299073,3.323002508204393,-1.7114805005837972,-1.1889216526945048,-1.6148309431049372,0.7928952652436396,0.7233538052496338
357.off,Bearing,-0.8573211047238803,-0.5999551978354501,0.11115628091176107,-0.6581932378746743,-0.7275084692384236,5.129127893427725,2.78574991816584,-1.704006268568216,-1.2197918888480923,-1.8837472450333235,-1.0588179968705673,2.693438636920536
358.off,Bearing,0.321902987446937,-0.11868106283699889,-0.13103817769054216,0.30796759427844955,-0.5781197698167329,-0.644078334833729,-0.6433900858588055,0.6528698310736901,0.5680593439015091,0.748415607414051,1.2631716492726446,-0.5584535222889477
359.off,Bearing,0.3219998545364988,-0.11869250219460009,-0.13089109684838462,0.27674699553607846,-0.5782425976883742,-0.6442199116225852,-0.6382250932726445,0.6446360604614427,0.563266653140848,0.7490445479279231,1.1749948272672062,-0.5612569428474634
360.off,Bearing,-0.6588319730255127,-0.4106537177413202,-0.6031009019823188,-0.5851876433534042,0.6953174545471287,0.2046691321963845,2.744972235190706,-1.3514220721388195,-1.028003282072159,-1.1061320000199277,0.9692489092545165,0.034779831554296814
241.off,Bird,-0.9770361050117956,-0.6072447526581785,-0.32586432004066845,-0.8005079102852669,-0.3505434734236039,0.3571723262215279,-0.8115168454139837,-1.1227659704686357,-1.0583342987039634,-1.5192067377138057,-0.3827956948288727,2.0343802964980324
242.off,Bird,-0.4460165796480257,-0.43405409563702924,-0.2438725190753395,-0.8018419404240676,-0.4652453114719989,-0.5328209584578565,-0.7133581041144194,-0.4229214474431783,-0.49459256114749983,-0.3417288452390251,-0.794287530854252,-0.19205698432871185
243.off,Bird,-0.9790235646751839,-0.6033852142387376,-0.38331510948525455,-0.8017476935948145,-0.24420168075975673,1.640498478509909,-0.37112724816397114,-1.5616327922351085,-1.146418063901121,-1.5136430951459996,-0.030088406807119005,0.7611284699800575
244.off,Bird,-0.8742638210566045,-0.5965184542701488,-0.051826774135431665,-0.8012358432894267,-0.637414957619507,1.361951268170466,-0.5353132934360513,-1.3656597042918228,-1.1093305629904422,-1.5290196142768984,-0.4121879688306855,1.393465106897709
245.off,Bird,-0.5731122031188021,-0.524073094905908,0.10211036450817151,-0.8008734480156917,-0.7233475537354881,-0.5305179925982434,-0.8802105413717217,-0.5528230596658346,-0.6052141283883894,-0.5088127235322284,-0.9118566268615033,-0.08202824117024933
246.off,Bird,-0.8958672758516742,-0.595437702177236,-0.16918766533990215,-0.8018419329517781,-0.5443712411756045,0.09733039953545787,-0.6063249065981253,-1.4231617571371944,-1.0488598946966183,-1.1108305024158014,-0.794287530854252,-0.06391681047398048
247.off,Bird,-0.7106145177489757,-0.5510405304750143,-0.06113059445347936,-0.801635428138766,-0.6310963880149301,-0.4110909417098612,-0.8157345212687657,-0.9301588703066966,-0.8101124271796344,-0.7266502120526528,-0.6179338868433751,-0.1048681850237806
248.off,Bird,0.04928636757117215,-0.3381317721133252,0.2744744087096222,0.49765913619319074,-0.79074419912626,-0.6424535056484187,-0.9248824432906093,0.7417951045927079,0.4644799630610536,0.4717541179744465,-0.7061107088488136,-0.3579357533583003
249.off,Bird,-0.9699985547978193,-0.6157815394290365,-0.14106835024031683,-0.7987859150397458,-0.5696170034762793,0.4605385197210562,-0.8310692038483114,-1.348362148031066,-1.0797527772769588,-1.3887618674692412,-0.4415802428324983,0.8142637247848477
250.off,Bird,-0.8619297338040595,-0.5967303986249186,0.013760789999089132,-0.801576900292167,-0.6779319335281379,2.1275163469223863,-0.5574541889813729,-1.054913427846978,-1.119244862608878,-1.8293078152369522,-0.2652265988216215,5.750163203009343
251.off,Bird,-0.9790235646751839,-0.6033852142387376,-0.38331510948525455,-0.8017476935948145,-0.24420168075975673,1.640498478509909,-0.37112724816397114,-1.5616327922351085,-1.146418063901121,-1.5136430951459996,-0.030088406807119005,0.7611284699800575
252.off,Bird,-0.5752879685265183,-0.5106299496778043,-0.0472169034919302,-0.8019035596943574,-0.6404889443865387,-0.4488551984393083,-0.8527573935237204,-0.5368329221604395,-0.5481213115107906,-0.3580098472795498,-0.4415802428324983,-0.24964016985047033
253.off,Bird,-0.6482781329324474,-0.5421229144096491,0.054209610320599066,-0.7783480959713807,-0.6998704962159403,0.07814088516710736,-0.8285969304338161,-0.4678221496688483,-0.7810007431526,-1.1058970011569964,-0.8824643528596904,1.3568064501147137
254.off,Bird,-0.9467200902606601,-0.6148484924141442,-0.033013539092706816,-0.8020882007493079,-0.6497322230364216,2.456274187197082,-0.49279834011585305,-1.4528114169843063,-1.1652948500602545,-1.759813104729912,-0.3534034208270599,2.74807129151318
255.off,Bird,-0.7914743026010788,-0.5538691503077594,-0.28973502950943236,-0.8020576228483264,-0.4055007630250937,-0.40279010063854687,-0.7303923358857212,-1.11845059519675,-0.9023397913243099,-0.841583023310967,-0.20644205081799585,-0.12679999268927322
256.off,Bird,-0.6180370474382129,-0.5024995715379535,-0.22687636051426346,-0.8014219867217636,-0.48501892279196834,-0.3553416611726406,-0.6939525324118266,-0.6916654135492908,-0.8754819363981219,-1.2094104491011748,-0.7061107088488136,1.4025388735720494
257.off,Bird,-0.7920546265485221,-0.6280055110730373,2.554559198288128,-0.7987186706424896,-1.0333674696178172,2.75845924820784,-0.7923891888788681,-1.1979962686762577,-1.0937989522536278,-1.6136698302522023,-1.08821027087238,2.472733749544254
258.off,Bird,0.27164735361727904,-0.2858503526128353,0.4577751792961454,-0.5871794809669625,-0.8423862256925964,-0.5814415835654634,-0.663382683162801,0.27830093466345873,0.18263003058633584,0.43860787215206354,-0.941248900863316,-0.502449198146555
259.off,Bird,-0.35736390322635375,-0.4131869866203055,-0.1736403010408247,-0.7471226288643006,-0.5401705508039237,-0.3897581491014962,-0.7534794491919362,-0.05173388428132042,-0.2603127199872186,-0.1598628093906055,-0.47097251683431113,-0.1640663079257359
260.off,Bird,0.12697684279807128,-0.2634868346889164,0.04495060497244323,-0.3136050406149936,-0.6950307888760485,-0.65419643362794,-0.8485890978082525,0.6358417198779173,0.47794083019560785,0.6053177175497161,-0.7648952568524392,-0.4821235626198471
301.off,Bust,0.0899900377214539,0.24750421595287259,-0.6557669041676432,-0.3424536721123063,1.3060668309323582,-0.4648852502613858,1.0054793748022683,-0.10261312113783297,-0.03980047069563848,0.4231408428573962,0.4107957032200731,-0.6326350387975267
302.off,Bust,0.7058775630118886,0.7191121289572934,-0.6116812245076843,-0.4427008915486158,0.7732271322994309,-0.5470502564225674,0.7755480833187773,0.4686418975041237,0.567005418171222,0.9658791802991865,-0.20644205081799585,-0.7132762344432894
303.off,Bust,0.8846691190453684,1.0266850769451283,-0.6396235744421197,0.16885150589813816,1.0798336035483396,-0.5290176616447535,1.7693230592870293,0.3072164446458164,0.33992769366031,0.7236798475461828,-0.0006961328053061961,-0.6501706000953311
304.off,Bust,-0.09337979381388554,-0.04926848350873692,-0.5855208732193,-0.6593264559388915,0.5539009165239583,-0.36967262526333217,0.5318097119656758,-0.2962916807168159,-0.22810244171839733,0.21617258639806236,-0.32401114682524707,-0.5892162220545707
305.off,Bust,1.3056196218955882,1.3677379552986437,-0.6106328453136781,-0.20359226895998256,0.763356679790106,-0.630974768971084,0.9714788665088323,0.8341375302776031,0.9446245573337615,1.1929854031550007,-0.23583432481980865,-0.7141990959179721
306.off,Bust,0.3932226873100944,0.6415687017574511,-0.6760604889618135,-0.5082696353206817,1.6651360129597141,-0.5753503835535129,0.636261127347156,0.3900653717429901,0.5210291390749138,0.9782109275593447,0.7928952652436396,-0.739013530241759
307.off,Bust,1.1009629589201928,1.604248878868141,-0.6858956127201459,1.0455931773875167,1.8798201597217574,-0.6455528441989473,0.9714349942341254,1.6207293247502317,2.08478448951192,1.9831583521195837,0.4401879772218859,-0.8221891435606389
308.off,Bust,1.3006323012116758,2.2553041779527936,-0.7161207034599941,0.5265970702850444,2.807341665730607,-0.6597911027569173,1.4472048712179102,1.838247909446497,2.44385041448429,2.205435610694562,1.8510171293089006,-0.8478522559376085
309.off,Bust,1.4974211454308954,1.975869864581875,-0.6652928298561462,-0.2866664480957614,1.4624793141815728,-0.6539240306674337,1.9769142321498494,0.5130313372080566,0.743615637857469,1.2420558685640362,-0.17704977681618303,-0.8061632038759594
310.off,Bust,1.1509339822632836,2.2234666498447173,-0.7301001506842533,-0.2658332782578363,3.4601399662586774,-0.6510894099759144,1.2222960589972403,1.3734499207098172,1.7832155079895868,1.8528312344536346,1.1749948272672062,-0.826449987048426
311.off,Bust,0.7107517301045293,0.726501114181136,-0.6123811264973691,0.05255775878182796,0.7798735896612731,-0.5516292264512898,0.9365194142576918,0.873949255462898,0.9850400030525321,1.2134162643507997,0.20504978520738346,-0.7129270832141984
