Mesh name,Class name,a3_bin1,a3_bin2,a3_bin3,a3_bin4,a3_bin5,a3_bin6,a3_bin7,a3_bin8,a3_bin9,a3_bin10,d1_bin1,d1_bin2,d1_bin3,d1_bin4,d1_bin5,d1_bin6,d1_bin7,d1_bin8,d1_bin9,d1_bin10,d2_bin1,d2_bin2,d2_bin3,d2_bin4,d2_bin5,d2_bin6,d2_bin7,d2_bin8,d2_bin9,d2_bin10,d3_bin1,d3_bin2,d3_bin3,d3_bin4,d3_bin5,d3_bin6,d3_bin7,d3_bin8,d3_bin9,d3_bin10,d4_bin1,d4_bin2,d4_bin3,d4_bin4,d4_bin5,d4_bin6,d4_bin7,d4_bin8,d4_bin9,d4_bin10
75.off,Airplane,0.18572,0.19091333333333332,0.16215666666666667,0.12355333333333333,0.09463,0.07242,0.05835,0.05057333333333333,0.043256666666666665,0.018426666666666668,0.08173333333333334,0.13591333333333333,0.25062666666666666,0.28888,0.20976333333333333,0.03308333333333333,0.0,0.0,0.0,0.0,0.08910333333333334,0.19590666666666667,0.2486,0.22719333333333333,0.14993,0.06755,0.021556666666666665,0.00016,0.0,0.0,0.07147333333333333,0.30645,0.3119766666666667,0.18916333333333332,0.09287666666666666,0.024946666666666666,0.003086666666666667,2.6666666666666667e-05,0.0,0.0,0.22376666666666667,0.6257066666666666,0.14765333333333333,0.002873333333333333,0.0,0.0,0.0,0.0,0.0,0.0
76.off,Airplane,0.21281666666666665,0.16785,0.15024333333333334,0.12506,0.09508333333333334,0.07736,0.06018,0.05046666666666667,0.043493333333333335,0.017446666666666666,0.06673,0.107,0.29383,0.24911666666666665,0.24751,0.035813333333333336,0.0,0.0,0.0,0.0,0.12940666666666667,0.17399333333333333,0.1792,0.30087,0.13245,0.04225333333333333,0.04139,0.0004366666666666667,0.0,0.0,0.10124666666666667,0.3107333333333333,0.3050733333333333,0.17860333333333334,0.09226666666666666,0.01197,0.00010666666666666667,0.0,0.0,0.0,0.26273,0.61815,0.11422666666666667,0.004893333333333334,0.0,0.0,0.0,0.0,0.0,0.0
77.off,Airplane,0.2021,0.17879666666666666,0.15663333333333335,0.12334,0.09242,0.07174,0.05806,0.05192,0.04571,0.01928,0.07377333333333333,0.15281,0.25586,0.21436,0.2574,0.045796666666666666,0.0,0.0,0.0,0.0,0.11135,0.18097,0.22164666666666666,0.2611266666666667,0.13415666666666667,0.06040333333333334,0.02993,0.0004166666666666667,0.0,0.0,0.09006,0.32009,0.2956433333333333,0.17151333333333332,0.09493,0.024186666666666665,0.00352,5.6666666666666664e-05,0.0,0.0,0.24803,0.6118166666666667,0.13157,0.008556666666666667,2.6666666666666667e-05,0.0,0.0,0.0,0.0,0.0
78.off,Airplane,0.20862666666666665,0.18403666666666665,0.14535,0.11828666666666666,0.09265333333333334,0.07206666666666667,0.060116666666666665,0.053,0.045823333333333334,0.02004,0.08758333333333333,0.11436666666666667,0.22729333333333332,0.24238,0.28724666666666665,0.04113,0.0,0.0,0.0,0.0,0.10261333333333333,0.19148666666666667,0.20136333333333334,0.21271333333333334,0.17106,0.09250666666666667,0.027966666666666667,0.00029,0.0,0.0,0.08228,0.3059233333333333,0.28578,0.19309666666666667,0.09303666666666667,0.03589,0.003986666666666667,6.666666666666667e-06,0.0,0.0,0.24216,0.59856,0.13789333333333334,0.020946666666666666,0.00044,0.0,0.0,0.0,0.0,0.0
79.off,Airplane,0.18641,0.18550333333333333,0.16179,0.12915666666666667,0.09572666666666667,0.07408,0.05875,0.04833666666666667,0.04133,0.018916666666666665,0.08945,0.13409666666666667,0.29590666666666665,0.27061,0.1691,0.04083666666666667,0.0,0.0,0.0,0.0,0.10492333333333333,0.19885,0.24419,0.24117,0.14952333333333334,0.050583333333333334,0.009453333333333333,0.0013066666666666667,0.0,0.0,0.08959,0.3276266666666667,0.29111,0.18258666666666667,0.08656666666666667,0.022126666666666666,0.0003933333333333333,0.0,0.0,0.0,0.2727366666666667,0.6103633333333334,0.10071333333333334,0.015786666666666668,0.0004,0.0,0.0,0.0,0.0,0.0
80.off,Airplane,0.18142,0.18852666666666668,0.16329666666666667,0.13038333333333332,0.09630666666666667,0.07321,0.05916,0.04818666666666667,0.04083333333333333,0.018676666666666668,0.07981666666666666,0.16462666666666667,0.3028166666666667,0.24279666666666666,0.17635333333333333,0.03359,0.0,0.0,0.0,0.0,0.10344666666666667,0.20324,0.25719333333333333,0.24104333333333333,0.13758333333333334,0.04608333333333333,0.01074,0.00067,0.0,0.0,0.08636,0.33157,0.2961433333333333,0.18387333333333333,0.08442666666666666,0.017203333333333334,0.00042333333333333334,0.0,0.0,0.0,0.26417,0.6166266666666667,0.10719666666666666,0.011923333333333333,8.333333333333333e-05,0.0,0.0,0.0,0.0,0.0
100.off,Ant,0.13856,0.20853,0.17969333333333334,0.13402666666666666,0.10517666666666667,0.08552333333333334,0.06574,0.0464,0.027506666666666665,0.008843333333333333,0.038913333333333334,0.22363,0.3257466666666667,0.2596466666666667,0.09963333333333334,0.05243,0.0,0.0,0.0,0.0,0.07684,0.24197333333333335,0.30519666666666667,0.19477,0.11342666666666666,0.05362666666666667,0.01411,5.6666666666666664e-05,0.0,0.0,0.056896666666666665,0.28517333333333333,0.38631,0.20929333333333333,0.05377666666666667,0.00834,0.00021,0.0,0.0,0.0,0.13036,0.49978333333333336,0.32658333333333334,0.04293333333333333,0.00034,0.0,0.0,0.0,0.0,0.0
81.off,Ant,0.16036666666666666,0.21141333333333334,0.16741,0.12101333333333333,0.09635666666666666,0.07758,0.0657,0.052443333333333335,0.03487666666666667,0.01284,0.05015,0.29418,0.31038333333333334,0.19597333333333333,0.11614,0.03317333333333333,0.0,0.0,0.0,0.0,0.09872,0.2799066666666667,0.30548333333333333,0.18267666666666665,0.08630333333333333,0.03635,0.010406666666666666,0.00015333333333333334,0.0,0.0,0.08406,0.35251333333333335,0.3831366666666667,0.16175666666666666,0.018283333333333332,0.00025,0.0,0.0,0.0,0.0,0.19392666666666666,0.5955633333333333,0.20051333333333332,0.009996666666666666,0.0,0.0,0.0,0.0,0.0,0.0
82.off,Ant,0.14271666666666666,0.20332,0.17858666666666667,0.13866666666666666,0.1056,0.08162666666666667,0.06335,0.046593333333333334,0.029313333333333334,0.010226666666666667,0.04099,0.25498666666666664,0.23414,0.23993,0.21155666666666667,0.018396666666666665,0.0,0.0,0.0,0.0,0.07346333333333334,0.22248333333333334,0.2847133333333333,0.23528333333333334,0.11419,0.05122,0.018416666666666668,0.00023,0.0,0.0,0.054713333333333336,0.2704933333333333,0.3654833333333333,0.22965,0.07110333333333334,0.008503333333333333,5.333333333333333e-05,0.0,0.0,0.0,0.14928666666666668,0.51061,0.28833,0.05001,0.0017633333333333333,0.0,0.0,0.0,0.0,0.0
83.off,Ant,0.16983666666666666,0.20890666666666666,0.16286333333333333,0.12063,0.09096,0.07552666666666667,0.06563333333333334,0.05456,0.03764666666666667,0.013436666666666666,0.07184666666666667,0.24943333333333334,0.3188033333333333,0.21878666666666666,0.12026333333333333,0.020866666666666665,0.0,0.0,0.0,0.0,0.09743666666666667,0.27314,0.29245,0.19877666666666666,0.09397,0.03428,0.00979,0.00015666666666666666,0.0,0.0,0.08353,0.3596,0.36730666666666667,0.15580333333333332,0.03266,0.0011,0.0,0.0,0.0,0.0,0.23882333333333333,0.5854666666666667,0.16538666666666665,0.010276666666666667,4.6666666666666665e-05,0.0,0.0,0.0,0.0,0.0
84.off,Ant,0.15762333333333334,0.2099,0.16834333333333334,0.1247,0.09905666666666667,0.07940666666666667,0.06572666666666667,0.05026666666666667,0.033236666666666664,0.01174,0.08232,0.21811333333333333,0.24293333333333333,0.2706233333333333,0.14240333333333333,0.04360666666666667,0.0,0.0,0.0,0.0,0.08684333333333333,0.24430333333333334,0.28358666666666665,0.20909,0.10174666666666667,0.05209,0.021646666666666668,0.0006933333333333333,0.0,0.0,0.06933333333333333,0.3073133333333333,0.36539333333333335,0.19202333333333332,0.05736,0.008386666666666667,0.00019,0.0,0.0,0.0,0.17721,0.51922,0.25959,0.04298,0.001,0.0,0.0,0.0,0.0,0.0
85.off,Ant,0.16501666666666667,0.21008,0.16267,0.12271666666666667,0.09459,0.07708,0.06509,0.05278666666666667,0.035596666666666665,0.014373333333333333,0.06691333333333334,0.23652666666666666,0.2793466666666667,0.22972333333333333,0.14151666666666668,0.04597333333333333,0.0,0.0,0.0,0.0,0.08285,0.26198333333333335,0.28158333333333335,0.20724666666666666,0.10409,0.04407,0.017243333333333333,0.0009333333333333333,0.0,0.0,0.06831,0.3360633333333333,0.36488333333333334,0.17515,0.04813,0.0071133333333333335,0.00035,0.0,0.0,0.0,0.22388333333333332,0.5882,0.17967,0.008213333333333333,3.3333333333333335e-05,0.0,0.0,0.0,0.0,0.0
86.off,Ant,0.16796333333333333,0.21110333333333334,0.16083666666666666,0.11775666666666666,0.09619666666666667,0.07916,0.06531666666666666,0.051526666666666665,0.03642,0.01372,0.10605666666666666,0.26182,0.28579,0.17156,0.15345,0.021323333333333333,0.0,0.0,0.0,0.0,0.09916333333333334,0.29205,0.29313666666666666,0.17475,0.09235333333333333,0.03721666666666667,0.011136666666666666,0.00019333333333333333,0.0,0.0,0.08126333333333334,0.37596666666666667,0.37788666666666665,0.14093666666666665,0.02323,0.0007166666666666667,0.0,0.0,0.0,0.0,0.23032333333333332,0.57158,0.18514,0.01295,6.666666666666667e-06,0.0,0.0,0.0,0.0,0.0
87.off,Ant,0.15331333333333333,0.20517666666666667,0.17485666666666666,0.13143333333333335,0.09869333333333333,0.07818666666666667,0.06293,0.05026,0.033286666666666666,0.011863333333333333,0.07540666666666666,0.23278,0.25170333333333333,0.23503333333333334,0.17051,0.03456666666666667,0.0,0.0,0.0,0.0,0.08201666666666667,0.23194666666666666,0.28422333333333333,0.23081,0.11102333333333333,0.040676666666666667,0.018726666666666666,0.0005766666666666666,0.0,0.0,0.06501333333333334,0.2977533333333333,0.35986666666666667,0.20699,0.06373333333333334,0.00658,6.333333333333333e-05,0.0,0.0,0.0,0.19762666666666667,0.5319733333333333,0.23008333333333333,0.039123333333333336,0.0011933333333333334,0.0,0.0,0.0,0.0,0.0
88.off,Ant,0.15152,0.20502666666666666,0.17481,0.13355,0.10027333333333334,0.07633333333333334,0.06409666666666666,0.05172,0.03237,0.0103,0.03834666666666667,0.20386666666666667,0.22927666666666666,0.25910666666666665,0.22081666666666666,0.04858666666666667,0.0,0.0,0.0,0.0,0.07425,0.19910666666666665,0.25265,0.23443333333333333,0.15569666666666668,0.06408666666666667,0.019336666666666665,0.00044,0.0,0.0,0.05616,0.2597466666666667,0.32701,0.22371333333333332,0.1041,0.027046666666666667,0.00222,3.3333333333333333e-06,0.0,0.0,0.13961,0.47798666666666667,0.2957066666666667,0.08003666666666667,0.006656666666666667,3.3333333333333333e-06,0.0,0.0,0.0,0.0
89.off,Ant,0.15353333333333333,0.21737,0.16555333333333333,0.12399666666666667,0.0952,0.07971333333333333,0.06773333333333334,0.05267,0.03358333333333333,0.010646666666666667,0.06456,0.2609533333333333,0.30024666666666666,0.24747,0.0985,0.02827,0.0,0.0,0.0,0.0,0.08849666666666667,0.2774333333333333,0.2933366666666667,0.20019,0.09655333333333334,0.03508666666666667,0.008773333333333333,0.00013,0.0,0.0,0.07208333333333333,0.35096333333333335,0.3713033333333333,0.16859666666666667,0.035063333333333335,0.00199,0.0,0.0,0.0,0.0,0.23200666666666667,0.5793366666666667,0.17970333333333333,0.00895,3.3333333333333333e-06,0.0,0.0,0.0,0.0,0.0
90.off,Ant,0.15226333333333333,0.20435666666666666,0.17428,0.13242666666666666,0.10204333333333333,0.07878333333333333,0.06325333333333333,0.05017,0.03178333333333333,0.01064,0.055446666666666665,0.19241333333333333,0.25436,0.29419666666666666,0.15907333333333334,0.04451,0.0,0.0,0.0,0.0,0.07931,0.21403,0.26627666666666666,0.24042333333333332,0.13016333333333333,0.05292,0.016443333333333334,0.0004333333333333333,0.0,0.0,0.0602,0.28069,0.34141666666666665,0.21548,0.08716666666666667,0.01468,0.00036666666666666667,0.0,0.0,0.0,0.15102333333333334,0.4955133333333333,0.2842733333333333,0.06567,0.00352,0.0,0.0,0.0,0.0,0.0
91.off,Ant,0.15252333333333334,0.21199333333333334,0.16902666666666666,0.12744666666666668,0.10045333333333334,0.07847333333333334,0.06540333333333333,0.05146333333333333,0.032536666666666665,0.01068,0.0397,0.22130333333333332,0.23138333333333333,0.26665333333333335,0.18338666666666667,0.05757333333333333,0.0,0.0,0.0,0.0,0.07411,0.21498,0.2680633333333333,0.21944666666666668,0.13423333333333334,0.06606333333333334,0.022526666666666667,0.0005766666666666666,0.0,0.0,0.05613666666666667,0.2722266666666667,0.34214,0.22507666666666667,0.08651333333333333,0.01709,0.0008166666666666667,0.0,0.0,0.0,0.14695333333333332,0.49735,0.28961,0.06109333333333333,0.004993333333333333,0.0,0.0,0.0,0.0,0.0
92.off,Ant,0.18718333333333334,0.21064,0.14993333333333334,0.11005333333333334,0.08515333333333333,0.07512333333333333,0.06654333333333333,0.05703,0.04219333333333333,0.016146666666666667,0.10603333333333333,0.23147333333333334,0.2901033333333333,0.18961666666666666,0.16801666666666668,0.014756666666666666,0.0,0.0,0.0,0.0,0.11703333333333334,0.29735666666666666,0.28405,0.15666333333333332,0.08716666666666667,0.04229,0.01522,0.00022,0.0,0.0,0.10433666666666666,0.39852,0.35573,0.12405666666666666,0.01688,0.0004766666666666667,0.0,0.0,0.0,0.0,0.2645633333333333,0.58837,0.14201666666666668,0.00505,0.0,0.0,0.0,0.0,0.0,0.0
93.off,Ant,0.16381666666666667,0.20649666666666666,0.16639,0.12295333333333333,0.09689,0.07686666666666667,0.06550333333333333,0.05253666666666667,0.035353333333333334,0.013193333333333333,0.039066666666666666,0.21365333333333333,0.23135333333333333,0.24223,0.23950333333333335,0.03419333333333333,0.0,0.0,0.0,0.0,0.08065,0.21869666666666668,0.25164333333333333,0.22899333333333333,0.13408,0.06258,0.022993333333333334,0.00036333333333333335,0.0,0.0,0.06805333333333333,0.28085333333333334,0.32952333333333333,0.21619666666666668,0.08564666666666666,0.018676666666666668,0.00105,0.0,0.0,0.0,0.13315,0.5041366666666667,0.3163433333333333,0.04555666666666667,0.0008133333333333333,0.0,0.0,0.0,0.0,0.0
94.off,Ant,0.17558,0.20120666666666667,0.16315666666666667,0.12470333333333333,0.09288666666666667,0.0729,0.06009,0.053366666666666666,0.0408,0.01531,0.05959,0.24278,0.2569,0.26520333333333335,0.14394666666666667,0.03158,0.0,0.0,0.0,0.0,0.09447,0.22978666666666667,0.27357,0.22948666666666667,0.12226666666666666,0.04211,0.008246666666666666,6.333333333333333e-05,0.0,0.0,0.08334,0.33564,0.3274766666666667,0.17585666666666666,0.06624,0.01096,0.00048666666666666666,0.0,0.0,0.0,0.23982666666666666,0.5903066666666666,0.1613,0.008546666666666666,2e-05,0.0,0.0,0.0,0.0,0.0
95.off,Ant,0.17479333333333333,0.20826333333333333,0.15797666666666665,0.11962,0.0919,0.07435333333333333,0.06637666666666667,0.054496666666666665,0.03839666666666667,0.013823333333333333,0.08207,0.24341666666666667,0.28035,0.24580333333333335,0.12702333333333332,0.021336666666666667,0.0,0.0,0.0,0.0,0.10061333333333333,0.27228,0.28381666666666666,0.19566333333333333,0.09678333333333333,0.038636666666666666,0.012026666666666666,0.00018,0.0,0.0,0.08549333333333334,0.3655833333333333,0.35183333333333333,0.15453333333333333,0.03837,0.0041466666666666666,4e-05,0.0,0.0,0.0,0.2662933333333333,0.5842533333333333,0.14491666666666667,0.004536666666666666,0.0,0.0,0.0,0.0,0.0,0.0
96.off,Ant,0.16882,0.20319333333333334,0.16542,0.12603,0.09704333333333333,0.07475,0.06097333333333333,0.05117,0.037996666666666665,0.014603333333333333,0.04657666666666667,0.25021333333333334,0.27935,0.24273,0.15105333333333335,0.030076666666666668,0.0,0.0,0.0,0.0,0.08345333333333334,0.25,0.27119666666666664,0.21510333333333334,0.1271,0.04361333333333333,0.00903,0.0005033333333333333,0.0,0.0,0.07047333333333333,0.33343,0.3444966666666667,0.17673,0.06153,0.012623333333333334,0.0007166666666666667,0.0,0.0,0.0,0.22405,0.5938066666666667,0.17958,0.0025633333333333333,0.0,0.0,0.0,0.0,0.0,0.0
97.off,Ant,0.15829666666666667,0.21104666666666666,0.16651,0.12562333333333334,0.09809,0.07714666666666667,0.06388,0.0509,0.03519333333333333,0.013313333333333333,0.05717333333333333,0.25327666666666665,0.3008633333333333,0.25794333333333336,0.09802,0.03272333333333333,0.0,0.0,0.0,0.0,0.08474,0.27566666666666667,0.28768666666666665,0.20613,0.10110666666666666,0.03516,0.00897,0.00054,0.0,0.0,0.07004,0.34867,0.36905666666666664,0.16513666666666665,0.04237,0.004676666666666667,5e-05,0.0,0.0,0.0,0.22725333333333333,0.6004433333333333,0.17032666666666665,0.0019766666666666665,0.0,0.0,0.0,0.0,0.0,0.0
98.off,Ant,0.18572,0.21033333333333334,0.15341666666666667,0.10834666666666666,0.08488666666666667,0.07515333333333334,0.06685,0.05787666666666667,0.04183666666666667,0.01558,0.10256,0.25733333333333336,0.30150333333333335,0.18683333333333332,0.13696333333333333,0.014806666666666666,0.0,0.0,0.0,0.0,0.11111333333333333,0.3019233333333333,0.27996333333333334,0.17028333333333334,0.08934,0.03561,0.011633333333333334,0.00013333333333333334,0.0,0.0,0.09481333333333333,0.3993933333333333,0.37034333333333336,0.12112,0.01405,0.00028,0.0,0.0,0.0,0.0,0.25873666666666667,0.60683,0.12907,0.005363333333333334,0.0,0.0,0.0,0.0,0.0,0.0
